domain	utterance	intents
alarm	set an alarm for every 5 minutes	[IN:CREATE_ALARM]
alarm	Show all alarms.	[IN:GET_ALARM]
alarm	turn off alarms for tomorrow	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	What time is my second alarm set for?	[IN:GET_ALARM]
alarm	set an alarm for 5pm	[IN:CREATE_ALARM]
alarm	Please delete all alarms	[IN:DELETE_ALARM]
alarm	Set an alarm for 7 pm tonight	[IN:CREATE_ALARM]
alarm	turn the alarm off please	[IN:SILENCE_ALARM]
alarm	What time is my morning alarm set for?	[IN:GET_ALARM, IN:GET_TIME]
alarm	change the ring tone of my alarm	[IN:UNSUPPORTED_ALARM]
alarm	What time is my alarm set for?	[IN:GET_ALARM]
alarm	set my alarm for 6:30am and have it go off every 2 minutes until 7:30am	[IN:UNSUPPORTED_ALARM]
alarm	Set alarm for 10 am every Friday	[IN:CREATE_ALARM]
alarm	Set alarm for tomorrow at 6 A.M.	[IN:CREATE_ALARM]
alarm	Snooze the alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	I want to see my alarms	[IN:GET_ALARM]
alarm	Set the alarm to 5:30pm	[IN:CREATE_ALARM]
alarm	Set an alarm for 10 pm bedtime	[IN:CREATE_ALARM]
alarm	Cancel 6am's alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	What time is my next alarm?	[IN:GET_ALARM]
alarm	Turn off alarm on Mondays	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Tell me my alarms please.	[IN:GET_ALARM]
alarm	Set alarm for 7 am Monday	[IN:CREATE_ALARM]
alarm	Could you set alarm for 8 am tomorrow morning	[IN:CREATE_ALARM]
alarm	Stop the 2 pm alarm for just today.	[IN:SILENCE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	set alarm for 6 pm every night for 10 days	[IN:CREATE_ALARM]
alarm	show my alarms	[IN:GET_ALARM]
alarm	I would like an alarm set for Sunday at 10am.	[IN:CREATE_ALARM]
alarm	Remove that last alarm	[IN:DELETE_ALARM]
alarm	Set my alarm for 12 pm Friday.	[IN:CREATE_ALARM]
alarm	set alarm every monday 2.p.m	[IN:CREATE_ALARM]
alarm	Set my alarm to ring every 20 minutes	[IN:CREATE_ALARM]
alarm	Set alarm.	[IN:CREATE_ALARM]
alarm	set an alarm for monday at 7 pm	[IN:CREATE_ALARM]
alarm	What time is my alarm set for tomorrow.	[IN:GET_ALARM, IN:GET_TIME]
alarm	delete meds alarm	[IN:DELETE_ALARM]
alarm	Cancel tomorrow morning's alarm.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Cancel any existing alarms.	[IN:DELETE_ALARM]
alarm	how much is left on my alarms	[IN:GET_ALARM]
alarm	set an alarm for 6am monday - friday	[IN:CREATE_ALARM]
alarm	set the alarm in 20 minutes time	[IN:CREATE_ALARM]
alarm	Set and save a repeating alarm for every day at 9am.	[IN:CREATE_ALARM]
alarm	Set an alarm for a 30 minute nap.	[IN:CREATE_ALARM]
alarm	remove alarm for 5 am tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set third alarm for 7:00a and say seriously get up	[IN:CREATE_ALARM]
alarm	Set alarm for every 7 minutes	[IN:CREATE_ALARM]
alarm	set my alarm for 7:00 am with a 5 minute snooze	[IN:CREATE_ALARM]
alarm	Delete all alarms set on the weekend	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Replace my alarm today for tomorrow.	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	What alarms do have set for this week?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for 10pm	[IN:CREATE_ALARM]
alarm	set alarm for when the time is over	[IN:UNSUPPORTED_ALARM]
alarm	shut off alarm	[IN:SILENCE_ALARM]
alarm	I need to leave the house by 6:45, set an alarm please.	[IN:CREATE_ALARM]
alarm	cancel alarm for 10am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set an alarm for 30 minutes	[IN:CREATE_ALARM]
alarm	Set an alarm for 6am.	[IN:CREATE_ALARM]
alarm	Remove all of my alarms on the weekdays	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Cancel today's alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Clear alarms	[IN:DELETE_ALARM]
alarm	Turn off the alarm	[IN:SILENCE_ALARM]
alarm	What alarms do I have set for today?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for 8am.	[IN:CREATE_ALARM]
alarm	set alarm for 2 hours now	[IN:CREATE_ALARM]
alarm	Add alarm titled change jolie's diaper	[IN:CREATE_ALARM]
alarm	set an alarm for Tuesday at 8 am	[IN:CREATE_ALARM]
alarm	Set an alarm for 1 hour	[IN:CREATE_ALARM]
alarm	Cancel the morning alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set alarm every minute for 10 minutes.	[IN:CREATE_ALARM]
alarm	set alarm for 3pm	[IN:CREATE_ALARM]
alarm	Snooze my alarm for 45 minutes	[IN:SNOOZE_ALARM]
alarm	Set alarm for 6:30am	[IN:CREATE_ALARM]
alarm	Set alarm for midnight.	[IN:CREATE_ALARM]
alarm	Show all alarms for the week.	[IN:GET_ALARM]
alarm	Set wakeup alarm for every Monday, Tuesday and Thursday at 5:11a.	[IN:CREATE_ALARM]
alarm	set alarm for 7	[IN:CREATE_ALARM]
alarm	Do I have any active alarms?	[IN:GET_ALARM]
alarm	Set alarm to go off in 3 hours.	[IN:CREATE_ALARM]
alarm	Cancel all alarms	[IN:DELETE_ALARM]
alarm	Could you please set an alarm for 5pm?	[IN:CREATE_ALARM]
alarm	Set the alarm to go off every 10 minutes	[IN:CREATE_ALARM]
alarm	set alarm for bath time	[IN:CREATE_ALARM]
alarm	change my 7am alarm for tomorrow to 8am	[IN:UPDATE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	set alarm for 7am	[IN:CREATE_ALARM]
alarm	Set alarm for Tuesday at 3:30 PM	[IN:CREATE_ALARM]
alarm	Delete Alarm	[IN:DELETE_ALARM]
alarm	set alarm for 6am tomorrow	[IN:CREATE_ALARM]
alarm	Alarm every 1 minute	[IN:CREATE_ALARM]
alarm	Set an alarm to tell me when to start my project.	[IN:CREATE_ALARM]
alarm	cancel my alarm for tonight	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Show me my alarms for this week.	[IN:GET_ALARM, IN:GET_TIME]
alarm	what time is tomorrow morning alarm set for	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for every 5 minutes the next 30 minutes.	[IN:CREATE_ALARM]
alarm	set alarm every minute for 15 minutes	[IN:CREATE_ALARM]
alarm	Turn off all alarms.	[IN:SILENCE_ALARM]
alarm	Set a new alarm for the show tonight	[IN:CREATE_ALARM]
alarm	set alarm for 6:15 tomorrow morning	[IN:CREATE_ALARM]
alarm	please add an alarm called fitness	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me up at noon.	[IN:CREATE_ALARM]
alarm	Set Alarm for the super cup tonight	[IN:CREATE_ALARM]
alarm	Set an alarm for dinner at 6:00 pm.	[IN:CREATE_ALARM]
alarm	what alarms are set for next week?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set an alarm for 10:30 on Mondays and Wednesdays	[IN:CREATE_ALARM]
alarm	Set a daily alarm at 9pm to breathe.	[IN:CREATE_ALARM]
alarm	I want to set my alarm for 6am	[IN:CREATE_ALARM]
alarm	Set alarm every 4 minutes	[IN:CREATE_ALARM]
alarm	How much time is on my alarm.	[IN:GET_ALARM]
alarm	Set alarm for tomorrow	[IN:CREATE_ALARM]
alarm	snooze alarm for 5 minutes	[IN:SNOOZE_ALARM]
alarm	Set an alarm for 1 pm today	[IN:CREATE_ALARM]
alarm	can you set my alarm to 8 am	[IN:CREATE_ALARM]
alarm	I want an alarm for 12 pm tomorrow.	[IN:CREATE_ALARM]
alarm	Set alarm for 7:00 pm and 7:00 am	[IN:CREATE_ALARM]
alarm	Show me all alarms today	[IN:GET_ALARM, IN:GET_TIME]
alarm	turn off all alarms	[IN:SILENCE_ALARM]
alarm	please snooze my alarm for 15 minutes when it goes off	[IN:SNOOZE_ALARM]
alarm	make an alarm for Friday at 5:30 pm	[IN:CREATE_ALARM]
alarm	Clear all alarms	[IN:DELETE_ALARM]
alarm	How many alarms do I have set for today?	[IN:GET_ALARM, IN:GET_TIME]
alarm	set alarm for 5am	[IN:CREATE_ALARM]
alarm	set alarm for tomorrow 6 am	[IN:CREATE_ALARM]
alarm	set a funny alarm sound on currently active alarm.	[IN:UNSUPPORTED_ALARM]
alarm	Show all alarms	[IN:GET_ALARM]
alarm	Set alarm every 5 minutes for 30 minutes	[IN:CREATE_ALARM]
alarm	Cancel my morning alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	What is the current time on the alarm?	[IN:GET_ALARM]
alarm	please cancel all alarms	[IN:DELETE_ALARM]
alarm	set alarm every minute for 10 minutes	[IN:CREATE_ALARM]
alarm	Delete all of my alarms	[IN:DELETE_ALARM]
alarm	cancel all alarms	[IN:DELETE_ALARM]
alarm	I need an alarm for 5pm tomorrow	[IN:CREATE_ALARM]
alarm	Alarm every hour on the hour	[IN:CREATE_ALARM]
alarm	set an alarm for 10 minutes	[IN:CREATE_ALARM]
alarm	shut off alarm	[IN:SILENCE_ALARM]
alarm	cancel the alarm for today and set it for tomorrow	[IN:UNSUPPORTED_ALARM]
alarm	Snooze alarm for 24 hours	[IN:SNOOZE_ALARM]
alarm	Do i have an alarm set for 8 am tomorrow?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for 7:30 am tomorrow.	[IN:CREATE_ALARM]
alarm	Set alarm for 6:30 AM	[IN:CREATE_ALARM]
alarm	What is my alarm set to?	[IN:GET_ALARM]
alarm	Delete all alarms.	[IN:DELETE_ALARM]
alarm	how much time until my alarm goes off	[IN:GET_ALARM]
alarm	set an alarm for 7am tomorrow	[IN:CREATE_ALARM]
alarm	Cancel my 7am alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	set alarm for 8 am and 12 noon	[IN:CREATE_ALARM]
alarm	set alarms for wednesday	[IN:CREATE_ALARM]
alarm	Please cancel my 8 AM alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	Set my alarm for 7 am Monday.	[IN:CREATE_ALARM]
alarm	TELL ME HOW MUCH TIME DO I HAVE UNTIL MY NEXT ALARM GOES OFF	[IN:GET_ALARM]
alarm	Set 7:45 alarm tonight.	[IN:CREATE_ALARM]
alarm	Clear all alarms	[IN:DELETE_ALARM]
alarm	Set a daily alarm for 8am.	[IN:CREATE_ALARM]
alarm	Set an alarm for 6pm.	[IN:CREATE_ALARM]
alarm	Set alarms for one time only	[IN:CREATE_ALARM]
alarm	Set an alarm every minute for 5 minutes.	[IN:CREATE_ALARM]
alarm	Remove the alarm for 20 minutes.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Want to see alarms in the morning	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for 4:00 pm.	[IN:CREATE_ALARM]
alarm	Turn off my nap alarm.	[IN:SILENCE_ALARM]
alarm	when is my next alarm?	[IN:GET_ALARM]
alarm	What time should I set my alarm for tomorrow morning if I want 6 hours of sleep?	[IN:UNSUPPORTED_ALARM]
alarm	Cancel my alarms today	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn off the alarm.	[IN:SILENCE_ALARM]
alarm	Would you please set the alarm for 4am tomorrow morning?	[IN:CREATE_ALARM]
alarm	What are my alarms?	[IN:GET_ALARM]
alarm	Turn off all alarms	[IN:SILENCE_ALARM]
alarm	How much time is left on my alarm?	[IN:GET_ALARM]
alarm	Cancel to alarm for 5 AM.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set my alarm for 60 seconds	[IN:CREATE_ALARM]
alarm	Do I have an alarm set?	[IN:GET_ALARM]
alarm	Cancel current alarms	[IN:DELETE_ALARM]
alarm	Do I have any alarms set for today?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Clear my alarms.	[IN:DELETE_ALARM]
alarm	Set a new alarm for 6 am	[IN:CREATE_ALARM]
alarm	turn the alarm off immediately	[IN:SILENCE_ALARM]
alarm	Set alarm for 6 am every day	[IN:CREATE_ALARM]
alarm	Set alarm for 6 AM	[IN:CREATE_ALARM]
alarm	Turn off alarm.	[IN:SILENCE_ALARM]
alarm	what alarms do I have set for tomorrow?	[IN:GET_ALARM, IN:GET_TIME]
alarm	add new alarm	[IN:CREATE_ALARM]
alarm	Please display all current alarms.	[IN:GET_ALARM]
alarm	Please show me my alarms for today	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for 8am to text Chris	[IN:CREATE_ALARM]
alarm	Change the next alarm to a vibration alarm	[IN:UNSUPPORTED_ALARM]
alarm	set the snooze on the alarms for every 3 minutes	[IN:UNSUPPORTED_ALARM]
alarm	How many minutes are left on my alarm?	[IN:GET_ALARM]
alarm	set an alarm for six am	[IN:CREATE_ALARM]
alarm	cancel my alarm that's set for 7 am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	display alarm at 5pm	[IN:GET_ALARM, IN:GET_TIME]
alarm	set alarm for five thirty am saturday	[IN:CREATE_ALARM]
alarm	Cancel 5am alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set a laundry alarm for 4 pm today	[IN:CREATE_ALARM]
alarm	Set an alarm to remind me to drink water every 2 hours	[IN:CREATE_ALARM]
alarm	set alarm for Saturday at 7;15 am	[IN:CREATE_ALARM]
alarm	Set an alarm for 6:30 AM.	[IN:CREATE_ALARM]
alarm	Set alarm every 4 hours	[IN:CREATE_ALARM]
alarm	turn off alarm after 10 snoozes	[IN:SILENCE_ALARM]
alarm	Set an alarm for 5am this monday	[IN:CREATE_ALARM]
alarm	Set a 10 minute alarm	[IN:CREATE_ALARM]
alarm	Raise alarm volume.	[IN:UNSUPPORTED_ALARM]
alarm	Show me all the alarm from today	[IN:GET_ALARM, IN:GET_TIME]
alarm	Modify my alarm to 6:30 am.	[IN:UPDATE_ALARM]
alarm	Set an alarm for 3 pm every work day	[IN:CREATE_ALARM]
alarm	How much time before alarm goes off	[IN:GET_ALARM]
alarm	set an alarm for 5 minutes from now	[IN:CREATE_ALARM]
alarm	Set an alarm for tomorrow at 7am	[IN:CREATE_ALARM]
alarm	Snooze my alarm.	[IN:SNOOZE_ALARM]
alarm	delete alarm for 8:55 PM tonight	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Remove my alarm for 8:15 am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for 4 tomorrow morning.	[IN:CREATE_ALARM]
alarm	Set an alarm for 5am	[IN:CREATE_ALARM]
alarm	Set a weekly alarm	[IN:CREATE_ALARM]
alarm	Cancel alarm for 6am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	When is my next alarm set for?	[IN:GET_ALARM]
alarm	turn off all alarms	[IN:SILENCE_ALARM]
alarm	How many alarms do I have set	[IN:GET_ALARM]
alarm	Set an alarm for an hour	[IN:CREATE_ALARM]
alarm	set alarm for 9AM on Sunday	[IN:CREATE_ALARM]
alarm	Set an alarm for my appointment with my doctor tomorrow at 11am	[IN:CREATE_ALARM]
alarm	have my first alarm vibrate	[IN:UNSUPPORTED_ALARM]
alarm	Show me my alarms	[IN:GET_ALARM]
alarm	Turn off my Saturday alarm.	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Snooze my alarm.	[IN:SNOOZE_ALARM]
alarm	set alarm for the dinner	[IN:CREATE_ALARM]
alarm	how much time is left on alarm	[IN:GET_ALARM]
alarm	Set an alarm for 6am	[IN:CREATE_ALARM]
alarm	Show all alarms.	[IN:GET_ALARM]
alarm	Set an alarm to go off every 5 minutes for the next arrow.	[IN:CREATE_ALARM]
alarm	Cancel alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Show me all my alarms that are on	[IN:GET_ALARM]
alarm	set an alarm for 4pm tomorrow	[IN:CREATE_ALARM]
alarm	Stop all alarms for the rest of the day	[IN:SILENCE_ALARM]
alarm	Cancel the alarm	[IN:DELETE_ALARM]
alarm	Set alarm for 5:30 tonight.	[IN:CREATE_ALARM]
alarm	Set a repeating alarm for every Friday at 1pm.	[IN:CREATE_ALARM]
alarm	set an alarm for the gym at 6am	[IN:CREATE_ALARM]
alarm	set alarm for 20 minutes	[IN:CREATE_ALARM]
alarm	Set up 11 PM as time to go to sleep	[IN:CREATE_ALARM]
alarm	snooze alarm for 2 minutes	[IN:SNOOZE_ALARM]
alarm	Set an alarm for the whole week.	[IN:CREATE_ALARM]
alarm	Please cancel all of my repeating alarms.	[IN:DELETE_ALARM]
alarm	Set alarm for one hour from now.	[IN:CREATE_ALARM]
alarm	Pause alarm and resume in 2 minutes	[IN:UNSUPPORTED_ALARM]
alarm	set an alarm for 230am	[IN:CREATE_ALARM]
alarm	did you set the alarm tonight?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm for 6:50am	[IN:CREATE_ALARM]
alarm	Snooze 15	[IN:SNOOZE_ALARM]
alarm	Set alarm for every 20 minutes	[IN:CREATE_ALARM]
alarm	cancel med alarm	[IN:DELETE_ALARM]
alarm	Cancel alarms please.	[IN:DELETE_ALARM]
alarm	Please set an alarm for 3:15 PM every weekday.	[IN:CREATE_ALARM]
alarm	what alarms do i have set	[IN:GET_ALARM]
alarm	Please set an alarm for midnight.	[IN:CREATE_ALARM]
alarm	I need an alarm for 5pm to remind me to take my medicine	[IN:CREATE_ALARM]
alarm	Reset alarm for tomorrow.	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	cancel my 3 o'clock alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm every 2 minutes for 10 minutes	[IN:CREATE_ALARM]
alarm	erase only alarms for today	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for 1pm	[IN:CREATE_ALARM]
alarm	alarm daily at 6:00pm for supper	[IN:CREATE_ALARM]
alarm	Snooze alarm for 3 minutes.	[IN:SNOOZE_ALARM]
alarm	set an alarm for for 5 in the morning	[IN:CREATE_ALARM]
alarm	delete the alarm for this evening	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for every 5 minutes	[IN:CREATE_ALARM]
alarm	Delete alarm reminder.	[IN:DELETE_ALARM]
alarm	cancel all my alarms	[IN:DELETE_ALARM]
alarm	Add an alarm for tuesday and thursday at 1p.	[IN:CREATE_ALARM]
alarm	Set alarm for 6 pm tonight.	[IN:CREATE_ALARM]
alarm	set this alarm for 4 minute	[IN:CREATE_ALARM]
alarm	Set alarm for 10 minutes	[IN:CREATE_ALARM]
alarm	Set an alarm for 10:00 pm	[IN:CREATE_ALARM]
alarm	Time left on alarm?	[IN:GET_ALARM]
alarm	Set an alarm for tomorrow at 10 am	[IN:CREATE_ALARM]
alarm	Set alarm for 7:55 on Saturday.	[IN:CREATE_ALARM]
alarm	clear all of my alarms	[IN:DELETE_ALARM]
alarm	set alarm for 5 hours from now	[IN:CREATE_ALARM]
alarm	Change alarm at 8:30am	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	set an alarm for every 20 minutes for the next two hours	[IN:CREATE_ALARM]
alarm	delete all alarms	[IN:DELETE_ALARM]
alarm	cancel alarm for 6:00am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn off all alarms	[IN:SILENCE_ALARM]
alarm	Set alarm for 10a every weekday.	[IN:CREATE_ALARM]
alarm	Set the alarm for earlier.	[IN:CREATE_ALARM]
alarm	when does my alarm go off tomorrow?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Change alarm to 8pm	[IN:UPDATE_ALARM]
alarm	turn on all alarms	[IN:CREATE_ALARM]
alarm	What alarms are set?	[IN:GET_ALARM]
alarm	set alarm for every half an hour for 3 hours	[IN:CREATE_ALARM]
alarm	Set an alarm for 7pm	[IN:CREATE_ALARM]
alarm	Show all alarms	[IN:GET_ALARM]
alarm	show all alarms set.	[IN:GET_ALARM]
alarm	make a new alarm for dinner at 8pm	[IN:CREATE_ALARM]
alarm	set alarm for 3 pm tomorrow	[IN:CREATE_ALARM]
alarm	set alarm for 9pm	[IN:CREATE_ALARM]
alarm	Please cancel the alarm I have set for 9 p.m.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Cancel my 3:00am alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Show me all of my alarms	[IN:GET_ALARM]
alarm	Delete all my alarms	[IN:DELETE_ALARM]
alarm	Snooze my alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	please change 2am alarm to 2 pm for shopping	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Set my alarm for 6am tomorrow	[IN:CREATE_ALARM]
alarm	Delete my previous alarm setting	[IN:DELETE_ALARM]
alarm	Set alarm for 45 minutes.	[IN:CREATE_ALARM]
alarm	Im going to take a nap. Set alarm for 35 minutes.	[IN:CREATE_ALARM]
alarm	Set alarm for 5 pm tonight	[IN:CREATE_ALARM]
alarm	Set daily alarm to take pill	[IN:CREATE_ALARM]
alarm	please set alarm for noon	[IN:CREATE_ALARM]
alarm	Set an alarm for 5 am	[IN:CREATE_ALARM]
alarm	set an alarm for noon on friday	[IN:CREATE_ALARM]
alarm	Delete all alarms.	[IN:DELETE_ALARM]
alarm	Enable a recurring alarm every Monday at 12 pm.	[IN:CREATE_ALARM]
alarm	Set an alarm for my Doctor's appointment	[IN:CREATE_ALARM]
alarm	set alarm for 6 am	[IN:CREATE_ALARM]
alarm	Set a new alarm.	[IN:CREATE_ALARM]
alarm	Set an alarm for 7am tomorrow morning.	[IN:CREATE_ALARM]
alarm	Cancel Alarms	[IN:DELETE_ALARM]
alarm	snooze alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	Change the time of my alarm to 5 30	[IN:UPDATE_ALARM]
alarm	please set an alarm for tuesday	[IN:CREATE_ALARM]
alarm	cancel the alarm clock for 8 am tomorrow.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Delete wake up alarm	[IN:DELETE_ALARM]
alarm	set a new alarm for work	[IN:CREATE_ALARM]
alarm	cancel tomorrows alarm.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	What time will my alarm go off tomorrow?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Cancel my alarm	[IN:DELETE_ALARM]
alarm	Set alarm every 8 hours	[IN:CREATE_ALARM]
alarm	Show all my alarms	[IN:GET_ALARM]
alarm	display my alarms	[IN:GET_ALARM]
alarm	Reset the weekend alarm to 9:00 am	[IN:SILENCE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	Set a new alarm	[IN:CREATE_ALARM]
alarm	Adjust alarm at 2pm to 3pm	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Set alarm for me to work at 11 am.	[IN:CREATE_ALARM]
alarm	snooze all alarms	[IN:SNOOZE_ALARM]
alarm	Set alarm for 3 pm today	[IN:CREATE_ALARM]
alarm	please provide an alarm for today at 1:00 and 5:00	[IN:CREATE_ALARM]
alarm	please remove all of my alarms	[IN:DELETE_ALARM]
alarm	Please set an alarm for 10AM on Saturday.	[IN:CREATE_ALARM]
alarm	Set an alarm for 3pm	[IN:CREATE_ALARM]
alarm	Cancel alarms	[IN:DELETE_ALARM]
alarm	Set an alarm for 3 p.m. for my lunch appointment	[IN:CREATE_ALARM]
alarm	set alarm for every hour	[IN:CREATE_ALARM]
alarm	How much time do I have left on my alarm?	[IN:GET_ALARM]
alarm	Set alarm for 10pm every other Thursday	[IN:CREATE_ALARM]
alarm	Set alarm for August 26.	[IN:CREATE_ALARM]
alarm	Set my alarm for 5am.	[IN:CREATE_ALARM]
alarm	set alarm for 5:30am	[IN:CREATE_ALARM]
alarm	Set an alarm for 12:21	[IN:CREATE_ALARM]
alarm	How much time is left on my alarm	[IN:GET_ALARM]
alarm	Set 4 o'clock alarm	[IN:CREATE_ALARM]
alarm	Delete all alarms	[IN:DELETE_ALARM]
alarm	Please, pause my alarm.	[IN:SNOOZE_ALARM]
alarm	remove the next alarm	[IN:DELETE_ALARM]
alarm	Set an alarm for 5 pm tonight	[IN:CREATE_ALARM]
alarm	Show me what alarms I have set for the day?	[IN:GET_ALARM, IN:GET_TIME]
alarm	delete all alarms	[IN:DELETE_ALARM]
alarm	Set an alarm for 9 AM on Tuesday the fifth.	[IN:CREATE_ALARM]
alarm	Set my alarm for 4 pm tomorrow	[IN:CREATE_ALARM]
alarm	Cancel all active alarms	[IN:DELETE_ALARM]
alarm	Snooze the alarm for ten minutes.	[IN:SNOOZE_ALARM]
alarm	Shut off my alarms	[IN:SILENCE_ALARM]
alarm	set alarm for 10 am every day	[IN:CREATE_ALARM]
alarm	Show alarms for this week.	[IN:GET_ALARM, IN:GET_TIME]
alarm	set new alarm for tomorrow	[IN:CREATE_ALARM]
alarm	How much time before the next alarm goes off?	[IN:GET_ALARM]
alarm	Set alarm for 10am tomorrow	[IN:CREATE_ALARM]
alarm	set alarm	[IN:CREATE_ALARM]
alarm	snooze my alarm	[IN:SNOOZE_ALARM]
alarm	Delete all set alarm	[IN:DELETE_ALARM]
alarm	Please set this alarm every 30 minutes for the next 3 hours.	[IN:CREATE_ALARM]
alarm	wake me up at 9	[IN:CREATE_ALARM]
alarm	set alarm to beep every hour	[IN:CREATE_ALARM]
alarm	Show all alarms for Monday	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm to wake me up at 7:00am	[IN:CREATE_ALARM]
alarm	Set my alarm for 5:30am	[IN:CREATE_ALARM]
alarm	turn off my alarm	[IN:SILENCE_ALARM]
alarm	Set alarm for 4:30 pm tomorrow please	[IN:CREATE_ALARM]
alarm	Show me all alarms	[IN:GET_ALARM]
alarm	Set alarm for every 5 minutes	[IN:CREATE_ALARM]
alarm	Can you set the alarm for 6:30	[IN:CREATE_ALARM]
alarm	Show all alarms	[IN:GET_ALARM]
alarm	Set alarm for 21 minutes.	[IN:CREATE_ALARM]
alarm	Cancel Monday's 6 AM alarm.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set alarm for 6:30am	[IN:CREATE_ALARM]
alarm	set an alarm for every 5 minutes	[IN:CREATE_ALARM]
alarm	Set an alarm for tonight at 11pm	[IN:CREATE_ALARM]
alarm	Change my 5 am alarm to Sunday's only	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Don't turn the alarm off until the fire dept gets here	[IN:UNSUPPORTED_ALARM]
alarm	Cancel all my alarms	[IN:DELETE_ALARM]
alarm	set alarm for 8 am please	[IN:CREATE_ALARM]
alarm	What time is my alarm tomorrow?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Reset the morning alarm to 7:00 am	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	i want to cancel 630am alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set alarm for 7am every day.	[IN:CREATE_ALARM]
alarm	Cancel my alarm in the morning.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Cancel alarm number 1	[IN:DELETE_ALARM]
alarm	turn off alarm	[IN:SILENCE_ALARM]
alarm	where can I order an alarm that is not in English	[IN:UNSUPPORTED_ALARM]
